ARG_hit_id	genome_id	genome_set	is_rep99	genus	species	source_type	ARG_gene	ARG_class
ARGH_000960	LABG_003400	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_000961	LABG_003401	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	ANT(6)-Ia	aminoglycoside
ARGH_000962	LABG_003401	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	ErmA	MLS
ARGH_000963	LABG_003401	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuC	MLS
ARGH_000964	LABG_003401	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_000965	LABG_003401	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_000966	LABG_003402	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	ANT(6)-Ia	aminoglycoside
ARGH_000967	LABG_003402	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	ErmA	MLS
ARGH_000968	LABG_003402	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuC	MLS
ARGH_000969	LABG_003402	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	TEM-171	beta-lactam
ARGH_000970	LABG_003402	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_000971	LABG_003402	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_000972	LABG_003403	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	ANT(6)-Ia	aminoglycoside
ARGH_000973	LABG_003403	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	ErmA	MLS
ARGH_000974	LABG_003403	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuC	MLS
ARGH_000975	LABG_003403	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_000976	LABG_003403	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_000977	LABG_003404	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	ErmB	MLS
ARGH_000978	LABG_003404	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuC	MLS
ARGH_000979	LABG_003404	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_000980	LABG_003405	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	ErmB	MLS
ARGH_000981	LABG_003405	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuC	MLS
ARGH_000982	LABG_003405	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_000983	LABG_003489	MQ	no	Ligilactobacillus	Ligilactobacillus aviarius_B	animal	tet(W)	tetracycline
ARGH_000984	LABG_003490	MQ	no	Pediococcus	Pediococcus acidilactici	animal	ErmB	MLS
ARGH_000985	LABG_003490	MQ	no	Pediococcus	Pediococcus acidilactici	animal	lnuA	MLS
ARGH_000986	LABG_003490	MQ	no	Pediococcus	Pediococcus acidilactici	animal	tet(M)	tetracycline
ARGH_000987	LABG_003491	MQ	no	Lactobacillus	Lactobacillus sp946579245	animal	ErmB	MLS
ARGH_000988	LABG_003491	MQ	no	Lactobacillus	Lactobacillus sp946579245	animal	tet(W)	tetracycline
ARGH_000989	LABG_003491	MQ	no	Lactobacillus	Lactobacillus sp946579245	animal	vatE	MLS
ARGH_000990	LABG_003492	MQ	no	Lactobacillus	Lactobacillus sp946579245	animal	tet(W)	tetracycline
ARGH_000991	LABG_003492	MQ	no	Lactobacillus	Lactobacillus sp946579245	animal	vatE	MLS
ARGH_000992	LABG_003493	MQ	no	Lactobacillus	Lactobacillus gallinarum	animal	tet(W)	tetracycline
ARGH_000993	LABG_003495	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_000994	LABG_003495	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuA	MLS
ARGH_000995	LABG_003495	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_000996	LABG_003495	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_000997	LABG_003496	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_000998	LABG_003496	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_000999	LABG_003497	MQ	no	Lactobacillus	Lactobacillus sp946579245	animal	ErmT	MLS
ARGH_001000	LABG_003497	MQ	no	Lactobacillus	Lactobacillus sp946579245	animal	lnuA	MLS
ARGH_001001	LABG_003497	MQ	no	Lactobacillus	Lactobacillus sp946579245	animal	tet(L)	tetracycline
ARGH_001002	LABG_003497	MQ	no	Lactobacillus	Lactobacillus sp946579245	animal	tet(W)	tetracycline
ARGH_001003	LABG_003497	MQ	no	Lactobacillus	Lactobacillus sp946579245	animal	vatE	MLS
ARGH_001004	LABG_003498	MQ	no	Lactobacillus	Lactobacillus gallinarum	animal	tet(W)	tetracycline
ARGH_001005	LABG_003498	MQ	no	Lactobacillus	Lactobacillus gallinarum	animal	vatE	MLS
ARGH_001006	LABG_003499	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(W)	tetracycline
ARGH_001007	LABG_003499	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	vatE	MLS
ARGH_001008	LABG_003499	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	vatE	MLS
ARGH_001009	LABG_003500	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(W)	tetracycline
ARGH_001010	LABG_003500	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	vatE	MLS
ARGH_001011	LABG_003501	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001012	LABG_003501	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_001013	LABG_003502	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	lnuA	MLS
ARGH_001014	LABG_003502	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(W)	tetracycline
ARGH_001015	LABG_003502	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	vatE	MLS
ARGH_001016	LABG_003503	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	ANT(6)-Ia	aminoglycoside
ARGH_001017	LABG_003503	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuB	MLS
ARGH_001018	LABG_003503	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	lsaE	multidrug
ARGH_001019	LABG_003503	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_001020	LABG_003503	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_001021	LABG_003503	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	vatE	MLS
ARGH_001022	LABG_003504	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001023	LABG_003504	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_001024	LABG_003505	Rep99	yes	Lactobacillus	Lactobacillus gallinarum	animal	tet(W)	tetracycline
ARGH_001025	LABG_003505	Rep99	yes	Lactobacillus	Lactobacillus gallinarum	animal	vatE	MLS
ARGH_001026	LABG_003506	MQ	no	Limosilactobacillus	Limosilactobacillus vaginalis	animal	tet(W)	tetracycline
ARGH_001027	LABG_003506	MQ	no	Limosilactobacillus	Limosilactobacillus vaginalis	animal	vatE	MLS
ARGH_001028	LABG_003507	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuA	MLS
ARGH_001029	LABG_003507	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001030	LABG_003507	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_001031	LABG_003508	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	lnuA	MLS
ARGH_001032	LABG_003508	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(W)	tetracycline
ARGH_001033	LABG_003508	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	vatE	MLS
ARGH_001034	LABG_003509	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(W)	tetracycline
ARGH_001035	LABG_003509	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	vatE	MLS
ARGH_001036	LABG_003510	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	ANT(6)-Ia	aminoglycoside
ARGH_001037	LABG_003510	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuB	MLS
ARGH_001038	LABG_003510	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	lsaE	multidrug
ARGH_001039	LABG_003510	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(L)	tetracycline
ARGH_001040	LABG_003510	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tet(M)	tetracycline
ARGH_001041	LABG_003510	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	vatE	MLS
ARGH_001042	LABG_003511	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_001043	LABG_003511	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuA	MLS
ARGH_001044	LABG_003511	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001045	LABG_003511	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_001046	LABG_003512	Rep99	yes	Lactobacillus	Lactobacillus gallinarum	animal	tet(W)	tetracycline
ARGH_001047	LABG_003543	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	human	tet(M)	tetracycline
ARGH_001048	LABG_003560	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	food	lnuA	MLS
ARGH_001049	LABG_003607	Rep99	yes	Lactobacillus	Lactobacillus iners	human	ErmB	MLS
ARGH_001050	LABG_003607	Rep99	yes	Lactobacillus	Lactobacillus iners	human	tet(M)	tetracycline
ARGH_001051	LABG_003610	Rep99	yes	Lactobacillus	Lactobacillus iners	human	ErmB	MLS
ARGH_001052	LABG_003610	Rep99	yes	Lactobacillus	Lactobacillus iners	human	tet(M)	tetracycline
ARGH_001053	LABG_003614	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_J	animal	tet(W)	tetracycline
ARGH_001054	LABG_003621	MQ	no	Lacticaseibacillus	Lacticaseibacillus paracasei	human	dfrA27	trimethoprim
ARGH_001055	LABG_003628	MQ	no	Fructilactobacillus	Fructilactobacillus lindneri	food	APH(3')-Ia	aminoglycoside
ARGH_001056	LABG_003630	MQ	no	Fructilactobacillus	Fructilactobacillus lindneri	food	APH(3')-Ia	aminoglycoside
ARGH_001057	LABG_003631	MQ	no	Fructilactobacillus	Fructilactobacillus lindneri	food	APH(3')-Ia	aminoglycoside
ARGH_001058	LABG_003634	MQ	no	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	aadA	aminoglycoside
ARGH_001059	LABG_003638	MQ	no	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	aadA	aminoglycoside
ARGH_001060	LABG_003639	MQ	no	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	aadA	aminoglycoside
ARGH_001061	LABG_003643	MQ	no	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	APH(3')-Ia	aminoglycoside
ARGH_001062	LABG_003662	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	other	tet(W)	tetracycline
ARGH_001063	LABG_003753	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	human	lnuA	MLS
ARGH_001064	LABG_003754	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	human	lnuA	MLS
ARGH_001065	LABG_003788	Rep99	yes	Levilactobacillus	Levilactobacillus brevis	animal	tet(M)	tetracycline
ARGH_001066	LABG_003805	MQ	no	Latilactobacillus	Latilactobacillus curvatus	food	lnuA	MLS
ARGH_001067	LABG_003867	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	ANT(4')-Ia	aminoglycoside
ARGH_001068	LABG_003867	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	ErmB	MLS
ARGH_001069	LABG_003867	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	fexA	phenicol
ARGH_001070	LABG_003867	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	lnuC	MLS
ARGH_001071	LABG_003867	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	tet(M)	tetracycline
ARGH_001072	LABG_003867	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	vatE	MLS
ARGH_001073	LABG_003871	Rep99	yes	Lactobacillus	Lactobacillus johnsonii	human	tet(W)	tetracycline
ARGH_001074	LABG_003887	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	human	tet(W)	tetracycline
ARGH_001075	LABG_003979	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	tet(W)	tetracycline
ARGH_001076	LABG_004023	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	lnuC	MLS
ARGH_001077	LABG_004045	Rep99	yes	Lacticaseibacillus	Lacticaseibacillus songhuajiangensis	food	tet(M)	tetracycline
ARGH_001078	LABG_004052	Rep99	yes	Lacticaseibacillus	Lacticaseibacillus suibinensis	food	tet(O)	tetracycline
ARGH_001079	LABG_004071	Rep99	yes	Companilactobacillus	Companilactobacillus hulinensis	food	tet(M)	tetracycline
ARGH_001080	LABG_004076	MQ	no	Lapidilactobacillus	Lapidilactobacillus achengensis	food	tet(M)	tetracycline
ARGH_001081	LABG_004077	Rep99	yes	Lapidilactobacillus	Lapidilactobacillus gannanensis	food	tet(M)	tetracycline
ARGH_001082	LABG_004079	MQ	no	Agrilactobacillus	Agrilactobacillus yilanensis	food	lnuA	MLS
ARGH_001083	LABG_004079	MQ	no	Agrilactobacillus	Agrilactobacillus yilanensis	food	tet(M)	tetracycline
ARGH_001084	LABG_004104	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	ErmB	MLS
ARGH_001085	LABG_004104	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	tet(O/W/32/O)	tetracycline
ARGH_001086	LABG_004104	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	tet(W)	tetracycline
ARGH_001087	LABG_004109	MQ	no	Lactiplantibacillus	Lactiplantibacillus plantarum	food	ANT(6)-Ia	aminoglycoside
ARGH_001088	LABG_004126	Rep99	yes	Limosilactobacillus	Limosilactobacillus mucosae	animal	tet(W)	tetracycline
ARGH_001089	LABG_004156	MQ	no	Lactiplantibacillus	Lactiplantibacillus plantarum	food	ANT(6)-Ia	aminoglycoside
ARGH_001090	LABG_004173	MQ	no	Lacticaseibacillus	Lacticaseibacillus paracasei	human	QnrB10	fluoroquinolone
ARGH_001091	LABG_004296	Rep99	yes	Lactobacillus	Lactobacillus pasteurii	other	tet(W)	tetracycline
ARGH_001092	LABG_004350	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	other	ANT(6)-Ib	aminoglycoside
ARGH_001093	LABG_004350	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	other	SAT-4	aminoglycoside
ARGH_001094	LABG_004350	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	other	tet(44)	tetracycline
ARGH_001095	LABG_004367	Rep99	yes	Companilactobacillus	Companilactobacillus suantsaicola	food	ANT(6)-Ia	aminoglycoside
ARGH_001096	LABG_004367	Rep99	yes	Companilactobacillus	Companilactobacillus suantsaicola	food	tet(M)	tetracycline
ARGH_001097	LABG_004397	MQ	no	Ligilactobacillus	Ligilactobacillus animalis	human	ANT(6)-Ia	aminoglycoside
ARGH_001098	LABG_004397	MQ	no	Ligilactobacillus	Ligilactobacillus animalis	human	lnuC	MLS
ARGH_001099	LABG_004397	MQ	no	Ligilactobacillus	Ligilactobacillus animalis	human	tet(M)	tetracycline
ARGH_001100	LABG_004398	MQ	no	Ligilactobacillus	Ligilactobacillus animalis	human	ANT(6)-Ia	aminoglycoside
ARGH_001101	LABG_004398	MQ	no	Ligilactobacillus	Ligilactobacillus animalis	human	lnuC	MLS
ARGH_001102	LABG_004398	MQ	no	Ligilactobacillus	Ligilactobacillus animalis	human	tet(M)	tetracycline
ARGH_001103	LABG_004408	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_001104	LABG_004409	MQ	no	Latilactobacillus	Latilactobacillus curvatus	animal	tet(M)	tetracycline
ARGH_001105	LABG_004425	MQ	no	Companilactobacillus	Companilactobacillus heilongjiangensis	other	vatE	MLS
ARGH_001106	LABG_004478	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_001107	LABG_004478	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_001108	LABG_004528	MQ	no	Amylolactobacillus	Amylolactobacillus amylophilus	other	ErmB	MLS
ARGH_001109	LABG_004528	MQ	no	Amylolactobacillus	Amylolactobacillus amylophilus	other	tet(M)	tetracycline
ARGH_001110	LABG_004538	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri	animal	tet(W)	tetracycline
ARGH_001111	LABG_004538	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri	animal	vatE	MLS
ARGH_001112	LABG_004550	MQ	no	Lactobacillus	Lactobacillus crispatus	human	tet(W)	tetracycline
ARGH_001113	LABG_004604	MQ	no	Ligilactobacillus	Ligilactobacillus aviarius	other	tet(O)	tetracycline
ARGH_001114	LABG_004620	MQ	no	Companilactobacillus	Companilactobacillus bobalius	other	ErmB	MLS
ARGH_001115	LABG_004620	MQ	no	Companilactobacillus	Companilactobacillus bobalius	other	tet(M)	tetracycline
ARGH_001116	LABG_004637	MQ	no	Lactobacillus	Lactobacillus delbrueckii	food	TEM-116	beta-lactam
ARGH_001117	LABG_004637	MQ	no	Lactobacillus	Lactobacillus delbrueckii	food	tet(L)	tetracycline
ARGH_001118	LABG_004644	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	food	tet(L)	tetracycline
ARGH_001119	LABG_004644	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	food	tet(M)	tetracycline
ARGH_001120	LABG_004700	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuC	MLS
ARGH_001121	LABG_004700	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001122	LABG_004703	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001123	LABG_004705	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuC	MLS
ARGH_001124	LABG_004705	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001125	LABG_004706	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001126	LABG_004707	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001127	LABG_004708	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001128	LABG_004709	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001129	LABG_004710	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001130	LABG_004711	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001131	LABG_004758	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	lnuA	MLS
ARGH_001132	LABG_004759	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	ErmB	MLS
ARGH_001133	LABG_004762	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	lnuA	MLS
ARGH_001134	LABG_004764	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	lnuA	MLS
ARGH_001135	LABG_004769	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	lnuA	MLS
ARGH_001136	LABG_004769	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(W)	tetracycline
ARGH_001137	LABG_004778	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	ErmB	MLS
ARGH_001138	LABG_004778	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(W)	tetracycline
ARGH_001139	LABG_004779	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	ErmB	MLS
ARGH_001140	LABG_004779	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(W)	tetracycline
ARGH_001141	LABG_004807	MQ	no	Limosilactobacillus	Limosilactobacillus caviae	animal	tet(W)	tetracycline
ARGH_001142	LABG_004862	MQ	no	Lacticaseibacillus	Lacticaseibacillus paracasei	human	QnrB10	fluoroquinolone
ARGH_001143	LABG_004871	Rep99	yes	Lactobacillus	Lactobacillus equicursoris	animal	tet(W)	tetracycline
ARGH_001144	LABG_004872	Rep99	yes	Lactobacillus	Lactobacillus absianus	animal	tet(W)	tetracycline
ARGH_001145	LABG_004902	MQ	no	Companilactobacillus	Companilactobacillus bobalius	food	ErmB	MLS
ARGH_001146	LABG_004902	MQ	no	Companilactobacillus	Companilactobacillus bobalius	food	tet(M)	tetracycline
ARGH_001147	LABG_004902	MQ	no	Companilactobacillus	Companilactobacillus bobalius	food	tet(M)	tetracycline
ARGH_001148	LABG_004902	MQ	no	Companilactobacillus	Companilactobacillus bobalius	food	tet(M)	tetracycline
ARGH_001149	LABG_004905	Rep99	yes	Lactobacillus	Lactobacillus sp946579245	animal	ErmB	MLS
ARGH_001150	LABG_004905	Rep99	yes	Lactobacillus	Lactobacillus sp946579245	animal	lnuC	MLS
ARGH_001151	LABG_004905	Rep99	yes	Lactobacillus	Lactobacillus sp946579245	animal	tet(W)	tetracycline
ARGH_001152	LABG_004906	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	ErmB	MLS
ARGH_001153	LABG_004906	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	lnuC	MLS
ARGH_001154	LABG_004906	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001155	LABG_004910	Rep99	yes	Pediococcus	Pediococcus acidilactici	food	ErmA	MLS
ARGH_001156	LABG_004910	Rep99	yes	Pediococcus	Pediococcus acidilactici	food	tet(M)	tetracycline
ARGH_001157	LABG_004978	MQ	no	Pediococcus	Pediococcus acidilactici	food	ErmA	MLS
ARGH_001158	LABG_004978	MQ	no	Pediococcus	Pediococcus acidilactici	food	tet(M)	tetracycline
ARGH_001159	LABG_005064	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	human	tet(L)	tetracycline
ARGH_001160	LABG_005064	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	human	tet(M)	tetracycline
ARGH_001161	LABG_005085	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	human	tet(L)	tetracycline
ARGH_001162	LABG_005085	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	human	tet(M)	tetracycline
ARGH_001163	LABG_005094	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	human	lnuA	MLS
ARGH_001164	LABG_005094	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	human	tet(L)	tetracycline
ARGH_001165	LABG_005094	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	human	tet(M)	tetracycline
ARGH_001166	LABG_005163	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	lnuC	MLS
ARGH_001167	LABG_005163	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	lnuC	MLS
ARGH_001168	LABG_005163	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	tet(W)	tetracycline
ARGH_001169	LABG_005164	Rep99	yes	Ligilactobacillus	Ligilactobacillus animalis	animal	lnuC	MLS
ARGH_001170	LABG_005164	Rep99	yes	Ligilactobacillus	Ligilactobacillus animalis	animal	lnuC	MLS
ARGH_001171	LABG_005164	Rep99	yes	Ligilactobacillus	Ligilactobacillus animalis	animal	tet(W)	tetracycline
ARGH_001172	LABG_005238	Rep99	yes	Lactobacillus	Lactobacillus iners	human	ErmB	MLS
ARGH_001173	LABG_005238	Rep99	yes	Lactobacillus	Lactobacillus iners	human	tet(M)	tetracycline
ARGH_001174	LABG_005239	Rep99	yes	Lactobacillus	Lactobacillus iners	human	tet(M)	tetracycline
ARGH_001175	LABG_005240	Rep99	yes	Lactobacillus	Lactobacillus iners	human	tet(M)	tetracycline
ARGH_001176	LABG_005241	Rep99	yes	Lactobacillus	Lactobacillus iners	human	ErmB	MLS
ARGH_001177	LABG_005241	Rep99	yes	Lactobacillus	Lactobacillus iners	human	tet(M)	tetracycline
ARGH_001178	LABG_005243	MQ	no	Lactobacillus	Lactobacillus iners	human	tet(M)	tetracycline
ARGH_001179	LABG_005270	Rep99	yes	Ligilactobacillus	Ligilactobacillus agilis	animal	ErmB	MLS
ARGH_001180	LABG_005270	Rep99	yes	Ligilactobacillus	Ligilactobacillus agilis	animal	tet(M)	tetracycline
ARGH_001181	LABG_005296	Rep99	yes	Ligilactobacillus	Ligilactobacillus agilis	other	tet(M)	tetracycline
ARGH_001182	LABG_005297	Rep99	yes	Ligilactobacillus	Ligilactobacillus agilis	other	tet(M)	tetracycline
ARGH_001183	LABG_005298	Rep99	yes	Ligilactobacillus	Ligilactobacillus agilis	other	tet(M)	tetracycline
ARGH_001184	LABG_005302	Rep99	yes	Ligilactobacillus	Ligilactobacillus agilis	other	tet(M)	tetracycline
ARGH_001185	LABG_005314	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_001186	LABG_005318	Rep99	yes	Limosilactobacillus		animal	lnuA	MLS
ARGH_001187	LABG_005318	Rep99	yes	Limosilactobacillus		animal	tet(W)	tetracycline
ARGH_001188	LABG_005320	Rep99	yes	Limosilactobacillus	Limosilactobacillus pulli	animal	tet(W)	tetracycline
ARGH_001189	LABG_005424	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri	animal	fexA	phenicol
ARGH_001190	LABG_005424	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri	animal	tet(M)	tetracycline
ARGH_001191	LABG_005432	MQ	no	Pediococcus	Pediococcus pentosaceus	animal	fexB	phenicol
ARGH_001192	LABG_005432	MQ	no	Pediococcus	Pediococcus pentosaceus	animal	poxtA	multidrug
ARGH_001193	LABG_005432	MQ	no	Pediococcus	Pediococcus pentosaceus	animal	tet(M)	tetracycline
ARGH_001194	LABG_005433	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	ErmB	MLS
ARGH_001195	LABG_005433	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	Streptococcus suis chloramphenicol acetyltransferase	phenicol
ARGH_001196	LABG_005441	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	ANT(6)-Ia	aminoglycoside
ARGH_001197	LABG_005441	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	catA8	phenicol
