genome_id	genus	species	source_type
LABG_012064	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012065	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012066	Lactiplantibacillus	Lactiplantibacillus plantarum	animal
LABG_012067	Weissella	Weissella fermenti	food
LABG_012068	Leuconostoc	Leuconostoc suionicum	food
LABG_012069	Ligilactobacillus	Ligilactobacillus salivarius	human
LABG_012070	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_012071	Lactobacillus	Lactobacillus acidophilus	human
LABG_012072	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_012073	Pediococcus	Pediococcus pentosaceus	human
LABG_012074	Weissella	Weissella confusa	human
LABG_012075	Latilactobacillus	Latilactobacillus curvatus	other
LABG_012076	Lactobacillus	Lactobacillus acidophilus	other
LABG_012077	Lactobacillus	Lactobacillus sp910589675	food
LABG_012078	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_012079	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_012080	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_012081	Pediococcus	Pediococcus pentosaceus	animal
LABG_012082	Weissella	Weissella paramesenteroides	animal
LABG_012083	Weissella	Weissella cibaria	animal
LABG_012084	Weissella	Weissella paramesenteroides	animal
LABG_012085	Weissella	Weissella cibaria	animal
LABG_012086	Ligilactobacillus		food
LABG_012087	Weissella	Weissella confusa	food
LABG_012088	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_012089	Limosilactobacillus	Limosilactobacillus fermentum	food
LABG_012090	Lactobacillus	Lactobacillus sp948948975	animal
LABG_012091	Pediococcus	Pediococcus pentosaceus	animal
LABG_012092	Lactiplantibacillus	Lactiplantibacillus plantarum	animal
LABG_012093	Pediococcus	Pediococcus pentosaceus	animal
LABG_012094	Lactiplantibacillus	Lactiplantibacillus plantarum	animal
LABG_012095	Limosilactobacillus	Limosilactobacillus reuteri	human
LABG_012096	Lactobacillus	Lactobacillus paragasseri	human
LABG_012097	Pediococcus	Pediococcus acidilactici	food
LABG_012098	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012099	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_012100	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_012101	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012102	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012103	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012104	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_012105	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_012106	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_012107	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_012108	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012109	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012110	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012111	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_012112	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_012113	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_012114	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012115	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_012116	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_012117	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012118	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012119	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012120	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012121	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012122	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012123	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012124	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012125	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012126	Limosilactobacillus	Limosilactobacillus reuteri_I	animal
LABG_012127	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_012128	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_012129	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_012130	Lactobacillus	Lactobacillus delbrueckii_B	animal
LABG_012131	Lactobacillus	Lactobacillus absianus	animal
LABG_012132	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_012133	Lactobacillus	Lactobacillus absianus	animal
LABG_012134	Loigolactobacillus	Loigolactobacillus coryniformis	animal
LABG_012135	Lentilactobacillus	Lentilactobacillus parabuchneri	animal
LABG_012136	Lacticaseibacillus	Lacticaseibacillus paracasei	animal
LABG_012137	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_012138	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_012139	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_012140	Limosilactobacillus	Limosilactobacillus rodentium	animal
LABG_012141	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_012142	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_012143	Lactobacillus	Lactobacillus equicursoris	animal
LABG_012144	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_012145	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_012146	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_012147	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_012148	Limosilactobacillus		animal
LABG_012149	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_012150	Limosilactobacillus	Limosilactobacillus balticus	animal
LABG_012151	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_012152	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_012153	Limosilactobacillus	Limosilactobacillus balticus	animal
LABG_012154	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_012155	Lactobacillus	Lactobacillus acidophilus	food
LABG_012156	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_012157	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_012158	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_012159	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_012160	Lactobacillus	Lactobacillus acidophilus	other
LABG_012161	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_012162	Weissella	Weissella confusa	other
LABG_012163	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_012164	Lactobacillus	Lactobacillus paragasseri	other
LABG_012165	Lactobacillus	Lactobacillus paragasseri	other
LABG_012166	Weissella	Weissella confusa	other
LABG_012167	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_012168	Leuconostoc	Leuconostoc lactis	human
LABG_012169	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_012170	Lactobacillus	Lactobacillus acidophilus	other
LABG_012171	Limosilactobacillus	Limosilactobacillus vaginalis	human
LABG_012172	Limosilactobacillus	Limosilactobacillus fermentum	other
LABG_012173	Lactobacillus	Lactobacillus kalixensis	human
LABG_012174	Lactobacillus	Lactobacillus paragasseri	other
LABG_012175	Limosilactobacillus	Limosilactobacillus mucosae	human
LABG_012176	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_012177	Weissella	Weissella confusa	other
LABG_012178	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_012179	Lactobacillus	Lactobacillus iners	other
LABG_012180	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012181	Levilactobacillus	Levilactobacillus brevis	food
LABG_012182	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012183	Pediococcus		food
LABG_012184	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012185	Lactiplantibacillus	Lactiplantibacillus plantarum	human
LABG_012186	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_012187	Lactobacillus	Lactobacillus acidophilus	other
LABG_012188	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_012189	Lactobacillus	Lactobacillus paragasseri	other
LABG_012190	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_012191	Limosilactobacillus	Limosilactobacillus pontis_A	human
LABG_012192	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_012193	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_012194	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_012195	Lactobacillus	Lactobacillus paragasseri	other
LABG_012196	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_012197	Lactobacillus	Lactobacillus iners	human
LABG_012198	Lactobacillus	Lactobacillus iners	human
LABG_012199	Lactobacillus	Lactobacillus iners	human
LABG_012200	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_012201	Weissella	Weissella cibaria	animal
LABG_012202	Lactobacillus	Lactobacillus iners	human
LABG_012203	Fructilactobacillus		food
LABG_012204	Leuconostoc	Leuconostoc mesenteroides	food
LABG_012205	Leuconostoc	Leuconostoc mesenteroides	food
LABG_012206	Oenococcus	Oenococcus oeni	other
LABG_012207	Oenococcus	Oenococcus oeni	other
LABG_012208	Oenococcus	Oenococcus oeni	other
LABG_012209	Oenococcus	Oenococcus oeni	other
LABG_012210	Oenococcus	Oenococcus oeni	other
LABG_012211	Oenococcus	Oenococcus oeni	other
LABG_012212	Oenococcus	Oenococcus oeni	other
LABG_012213	Oenococcus	Oenococcus oeni	other
LABG_012214	Oenococcus	Oenococcus oeni	other
LABG_012215	Oenococcus	Oenococcus oeni	other
LABG_012216	Oenococcus	Oenococcus oeni	other
LABG_012217	Oenococcus	Oenococcus oeni	other
LABG_012218	Oenococcus	Oenococcus oeni	other
LABG_012219	Oenococcus	Oenococcus oeni	other
LABG_012220	Oenococcus	Oenococcus oeni	other
LABG_012221	Oenococcus	Oenococcus oeni	other
LABG_012222	Oenococcus	Oenococcus oeni	other
LABG_012223	Oenococcus	Oenococcus oeni	other
LABG_012224	Oenococcus	Oenococcus oeni	other
LABG_012225	Oenococcus	Oenococcus oeni	other
LABG_012226	Oenococcus	Oenococcus oeni	other
LABG_012227	Oenococcus	Oenococcus oeni	other
LABG_012228	Oenococcus	Oenococcus oeni	other
LABG_012229	Oenococcus	Oenococcus oeni	other
LABG_012230	Oenococcus	Oenococcus oeni	other
LABG_012231	Oenococcus	Oenococcus oeni	other
LABG_012232	Oenococcus	Oenococcus oeni	other
LABG_012233	Oenococcus	Oenococcus oeni	other
LABG_012234	Oenococcus	Oenococcus oeni	other
LABG_012235	Oenococcus	Oenococcus oeni	other
LABG_012236	Oenococcus	Oenococcus oeni	other
LABG_012237	Oenococcus	Oenococcus oeni	other
LABG_012238	Oenococcus	Oenococcus oeni	other
LABG_012239	Oenococcus	Oenococcus oeni	other
LABG_012240	Oenococcus	Oenococcus oeni	other
LABG_012241	Oenococcus	Oenococcus oeni	other
LABG_012242	Oenococcus	Oenococcus oeni	other
LABG_012243	Oenococcus	Oenococcus oeni	other
LABG_012244	Oenococcus	Oenococcus oeni	other
LABG_012245	Oenococcus	Oenococcus oeni	other
LABG_012246	Oenococcus	Oenococcus oeni	other
LABG_012247	Oenococcus	Oenococcus oeni	other
LABG_012248	Oenococcus	Oenococcus oeni	other
LABG_012249	Oenococcus	Oenococcus oeni	other
LABG_012250	Oenococcus	Oenococcus oeni	other
LABG_012251	Oenococcus	Oenococcus oeni	other
LABG_012252	Oenococcus	Oenococcus oeni	other
LABG_012253	Oenococcus	Oenococcus oeni	other
LABG_012254	Oenococcus	Oenococcus oeni	other
LABG_012255	Oenococcus	Oenococcus oeni	other
LABG_012256	Oenococcus	Oenococcus oeni	other
LABG_012257	Oenococcus	Oenococcus oeni	other
LABG_012258	Oenococcus	Oenococcus oeni	other
LABG_012259	Oenococcus	Oenococcus oeni	other
LABG_012260	Oenococcus	Oenococcus oeni	other
LABG_012261	Oenococcus	Oenococcus oeni	other
LABG_012262	Oenococcus	Oenococcus oeni	other
LABG_012263	Oenococcus	Oenococcus oeni	other
LABG_012264	Oenococcus	Oenococcus oeni	other
LABG_012265	Oenococcus	Oenococcus oeni	other
LABG_012266	Oenococcus	Oenococcus oeni	other
LABG_012267	Oenococcus	Oenococcus oeni	other
LABG_012268	Oenococcus	Oenococcus oeni	other
LABG_012269	Oenococcus	Oenococcus oeni	other
LABG_012270	Oenococcus	Oenococcus oeni	other
LABG_012271	Oenococcus	Oenococcus oeni	other
LABG_012272	Oenococcus	Oenococcus oeni	other
LABG_012273	Oenococcus	Oenococcus oeni	other
LABG_012274	Oenococcus	Oenococcus oeni	other
LABG_012275	Oenococcus	Oenococcus oeni	other
LABG_012276	Oenococcus	Oenococcus oeni	other
LABG_012277	Oenococcus	Oenococcus oeni	other
LABG_012278	Oenococcus	Oenococcus oeni	other
LABG_012279	Oenococcus	Oenococcus oeni	other
LABG_012280	Oenococcus	Oenococcus oeni	other
LABG_012281	Oenococcus	Oenococcus oeni	other
LABG_012282	Oenococcus	Oenococcus oeni	other
LABG_012283	Oenococcus	Oenococcus oeni	other
LABG_012284	Oenococcus	Oenococcus oeni	other
LABG_012285	Oenococcus	Oenococcus oeni	other
LABG_012286	Oenococcus	Oenococcus oeni	other
LABG_012287	Oenococcus	Oenococcus oeni	other
LABG_012288	Oenococcus	Oenococcus oeni	other
LABG_012289	Oenococcus	Oenococcus oeni	other
LABG_012290	Oenococcus	Oenococcus oeni	other
LABG_012291	Oenococcus	Oenococcus oeni	other
LABG_012292	Oenococcus	Oenococcus oeni	other
LABG_012293	Oenococcus	Oenococcus oeni	other
LABG_012294	Oenococcus	Oenococcus oeni	other
LABG_012295	Oenococcus	Oenococcus oeni	other
LABG_012296	Oenococcus	Oenococcus oeni	other
LABG_012297	Oenococcus	Oenococcus oeni	other
LABG_012298	Oenococcus	Oenococcus oeni	other
LABG_012299	Oenococcus	Oenococcus oeni	other
LABG_012300	Oenococcus	Oenococcus oeni	other
LABG_012301	Oenococcus	Oenococcus oeni	other
LABG_012302	Oenococcus	Oenococcus oeni	other
LABG_012303	Oenococcus	Oenococcus oeni	other
LABG_012304	Oenococcus	Oenococcus oeni	other
LABG_012305	Oenococcus	Oenococcus oeni	other
LABG_012306	Oenococcus	Oenococcus oeni	other
LABG_012307	Oenococcus	Oenococcus oeni	other
LABG_012308	Oenococcus	Oenococcus oeni	other
LABG_012309	Oenococcus	Oenococcus oeni	other
LABG_012310	Oenococcus	Oenococcus oeni	other
LABG_012311	Oenococcus	Oenococcus oeni	other
LABG_012312	Oenococcus	Oenococcus oeni	other
LABG_012313	Oenococcus	Oenococcus oeni	other
LABG_012314	Oenococcus	Oenococcus oeni	other
LABG_012315	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_012316	Lactiplantibacillus	Lactiplantibacillus plantarum	other
LABG_012317	Limosilactobacillus	Limosilactobacillus reuteri_J	animal
LABG_012318	Limosilactobacillus	Limosilactobacillus reuteri_J	animal
LABG_012319	Lactobacillus	Lactobacillus delbrueckii	food
LABG_012320	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012321	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012322	Lacticaseibacillus	Lacticaseibacillus rhamnosus	animal
LABG_012323	Apilactobacillus	Apilactobacillus kunkeei_C	animal
LABG_012324	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012325	Levilactobacillus	Levilactobacillus brevis	food
LABG_012326	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012327	Lactiplantibacillus	Lactiplantibacillus plantarum	food
LABG_012328	Pediococcus	Pediococcus pentosaceus	other
LABG_012329	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012330	Oenococcus	Oenococcus kitaharae_A	food
LABG_012331	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012332	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012333	Liquorilactobacillus	Liquorilactobacillus mali_A	food
LABG_012334	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012335	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012336	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012337	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012338	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012339	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012340	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012341	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012342	Leuconostoc	Leuconostoc pseudomesenteroides	food
LABG_012343	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012344	Oenococcus	Oenococcus kitaharae_A	food
LABG_012345	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012346	Liquorilactobacillus	Liquorilactobacillus sp030400225	food
LABG_012347	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012348	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012349	Leuconostoc	Leuconostoc mesenteroides	food
LABG_012350	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012351	Liquorilactobacillus	Liquorilactobacillus sp030400225	food
LABG_012352	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012353	Leuconostoc	Leuconostoc pseudomesenteroides	food
LABG_012354	Oenococcus	Oenococcus oeni	food
LABG_012355	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012356	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012357	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012358	Oenococcus	Oenococcus sicerae	food
LABG_012359	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012360	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012361	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_012362	Liquorilactobacillus	Liquorilactobacillus ghanensis	food
LABG_012363	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012364	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012365	Schleiferilactobacillus	Schleiferilactobacillus perolens	food
LABG_012366	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012367	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012368	Liquorilactobacillus	Liquorilactobacillus sp030400225	food
LABG_012369	Leuconostoc	Leuconostoc mesenteroides	food
LABG_012370	Oenococcus	Oenococcus kitaharae_A	food
LABG_012371	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012372	Oenococcus	Oenococcus oeni	food
LABG_012373	Lentilactobacillus	Lentilactobacillus diolivorans	food
LABG_012374	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012375	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012376	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_012377	Lentilactobacillus	Lentilactobacillus diolivorans	food
LABG_012378	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012379	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012380	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012381	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012382	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012383	Oenococcus	Oenococcus kitaharae_A	food
LABG_012384	Liquorilactobacillus	Liquorilactobacillus sp030400225	food
LABG_012385	Leuconostoc	Leuconostoc pseudomesenteroides	food
LABG_012386	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012387	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012388	Liquorilactobacillus	Liquorilactobacillus ghanensis	food
LABG_012389	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_012390	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012391	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012392	Liquorilactobacillus	Liquorilactobacillus ghanensis	food
LABG_012393	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012394	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012395	Oenococcus	Oenococcus sicerae	food
LABG_012396	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012397	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012398	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012399	Lentilactobacillus	Lentilactobacillus diolivorans	food
LABG_012400	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012401	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012402	Oenococcus	Oenococcus sicerae	food
LABG_012403	Liquorilactobacillus	Liquorilactobacillus ghanensis	food
LABG_012404	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012405	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012406	Leuconostoc	Leuconostoc mesenteroides	food
LABG_012407	Oenococcus	Oenococcus kitaharae_A	food
LABG_012408	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012409	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012410	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012411	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012412	Liquorilactobacillus	Liquorilactobacillus hordei	food
LABG_012413	Leuconostoc	Leuconostoc pseudomesenteroides	food
LABG_012414	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012415	Liquorilactobacillus	Liquorilactobacillus hordei	food
LABG_012416	Oenococcus	Oenococcus kitaharae_A	food
LABG_012417	Leuconostoc	Leuconostoc mesenteroides	food
LABG_012418	Leuconostoc	Leuconostoc pseudomesenteroides	food
LABG_012419	Liquorilactobacillus	Liquorilactobacillus hordei	food
LABG_012420	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012421	Schleiferilactobacillus	Schleiferilactobacillus perolens	food
LABG_012422	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012423	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012424	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012425	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012426	Liquorilactobacillus	Liquorilactobacillus ghanensis	food
LABG_012427	Leuconostoc	Leuconostoc falkenbergense	food
LABG_012428	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012429	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012430	Oenococcus	Oenococcus sicerae	food
LABG_012431	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012432	Leuconostoc	Leuconostoc mesenteroides	food
LABG_012433	Leuconostoc	Leuconostoc pseudomesenteroides	food
LABG_012434	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012435	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012436	Oenococcus	Oenococcus oeni	food
LABG_012437	Liquorilactobacillus	Liquorilactobacillus ghanensis	food
LABG_012438	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012439	Oenococcus	Oenococcus oeni	food
LABG_012440	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012441	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012442	Liquorilactobacillus	Liquorilactobacillus hordei	food
LABG_012443	Leuconostoc	Leuconostoc pseudomesenteroides	food
LABG_012444	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012445	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012446	Oenococcus	Oenococcus oeni	food
LABG_012447	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012448	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012449	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012450	Liquorilactobacillus	Liquorilactobacillus ghanensis	food
LABG_012451	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012452	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012453	Liquorilactobacillus	Liquorilactobacillus ghanensis	food
LABG_012454	Oenococcus	Oenococcus oeni	food
LABG_012455	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012456	Liquorilactobacillus	Liquorilactobacillus ghanensis	food
LABG_012457	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012458	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012459	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012460	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012461	Oenococcus	Oenococcus kitaharae_A	food
LABG_012462	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012463	Liquorilactobacillus	Liquorilactobacillus mali_A	food
LABG_012464	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012465	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012466	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012467	Leuconostoc	Leuconostoc pseudomesenteroides	food
LABG_012468	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012469	Liquorilactobacillus	Liquorilactobacillus sp030400225	food
LABG_012470	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012471	Leuconostoc	Leuconostoc pseudomesenteroides	food
LABG_012472	Liquorilactobacillus	Liquorilactobacillus hordei	food
LABG_012473	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012474	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012475	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012476	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012477	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_012478	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012479	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012480	Leuconostoc	Leuconostoc falkenbergense	food
LABG_012481	Lentilactobacillus	Lentilactobacillus diolivorans	food
LABG_012482	Oenococcus	Oenococcus kitaharae_A	food
LABG_012483	Leuconostoc	Leuconostoc suionicum	food
LABG_012484	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012485	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012486	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012487	Oenococcus	Oenococcus kitaharae_A	food
LABG_012488	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012489	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012490	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_012491	Liquorilactobacillus	Liquorilactobacillus nagelii	food
LABG_012492	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012493	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012494	Liquorilactobacillus	Liquorilactobacillus hordei	food
LABG_012495	Leuconostoc	Leuconostoc citreum	food
LABG_012496	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012497	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012498	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012499	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_012500	Leuconostoc	Leuconostoc mesenteroides	food
LABG_012501	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_012502	Leuconostoc	Leuconostoc suionicum	food
LABG_012503	Liquorilactobacillus	Liquorilactobacillus satsumensis	food
LABG_012504	Liquorilactobacillus	Liquorilactobacillus hordei	food
LABG_012505	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_012506	Leuconostoc	Leuconostoc mesenteroides	food
