genome_id	genome_set	genus	species	source_type	ARG_positive	ARG_hit_count	ARG_gene_count	ARG_class_count
LABG_006158	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006159	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006160	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006161	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006162	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006163	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006164	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006165	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006166	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006167	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006168	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006169	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006170	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006171	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006172	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006173	Rep99	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006174	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006175	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006176	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006177	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006178	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006179	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006180	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006181	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006182	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006183	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006184	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006185	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006186	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006187	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006188	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006189	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006190	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006191	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006192	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006193	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006194	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006195	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006196	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006197	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006198	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006199	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006200	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006201	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006202	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006203	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006204	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006205	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006206	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006207	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006208	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006209	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006210	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006211	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006212	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006213	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006214	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006215	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006216	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006217	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006218	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006219	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006220	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006221	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006222	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006223	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006224	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006225	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006226	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006227	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006228	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006229	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006230	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006231	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006232	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006233	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006234	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006235	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006236	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006237	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006238	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006239	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006240	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006241	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006242	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006243	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006244	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006245	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006246	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006247	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006248	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006249	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006250	MQ	Lactobacillus	Lactobacillus delbrueckii	other	no	0	0	0
LABG_006251	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_006252	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_006253	MQ	Latilactobacillus	Latilactobacillus curvatus	food	no	0	0	0
LABG_006254	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	food	no	0	0	0
LABG_006255	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	human	no	0	0	0
LABG_006256	MQ	Secundilactobacillus	Secundilactobacillus kimchicus	human	no	0	0	0
LABG_006257	MQ	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_006258	MQ	Levilactobacillus	Levilactobacillus brevis	human	no	0	0	0
LABG_006259	MQ	Levilactobacillus	Levilactobacillus brevis	food	no	0	0	0
LABG_006260	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	food	no	0	0	0
LABG_006261	MQ	Lactobacillus	Lactobacillus pullistercoris	other	no	0	0	0
LABG_006262	Rep99	Paralactobacillus_A	Paralactobacillus_A gallistercoris	other	no	0	0	0
LABG_006263	Rep99	Limosilactobacillus	Limosilactobacillus merdavium	other	no	0	0	0
LABG_006264	Rep99	Limosilactobacillus	Limosilactobacillus fermentum	animal	no	0	0	0
LABG_006265	Rep99	Limosilactobacillus	Limosilactobacillus reuteri	animal	no	0	0	0
LABG_006266	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_006267	MQ	Levilactobacillus	Levilactobacillus brevis	food	no	0	0	0
LABG_006268	MQ	Weissella	Weissella confusa	food	no	0	0	0
LABG_006269	MQ	Limosilactobacillus	Limosilactobacillus reuteri_J	food	no	0	0	0
LABG_006270	MQ	Ligilactobacillus	Ligilactobacillus animalis	food	yes	1	1	1
LABG_006271	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006272	Rep99	Ligilactobacillus	Ligilactobacillus saerimneri	food	yes	2	2	2
LABG_006273	Rep99	Lactobacillus	Lactobacillus sp945980025	food	yes	1	1	1
LABG_006274	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_006275	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_006276	MQ	Limosilactobacillus	Limosilactobacillus reuteri_E	human	no	0	0	0
LABG_006277	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_006278	MQ	Lactobacillus	Lactobacillus helveticus	human	no	0	0	0
LABG_006279	MQ	Lactobacillus	Lactobacillus delbrueckii	food	no	0	0	0
LABG_006280	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_006281	MQ	Lactobacillus	Lactobacillus helveticus	human	no	0	0	0
LABG_006282	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006283	Rep99	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_006284	Rep99	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006285	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006286	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006287	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006288	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006289	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006290	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006291	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006292	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006293	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006294	Rep99	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006295	Rep99	Leuconostoc	Leuconostoc citreum	food	no	0	0	0
LABG_006296	MQ	Levilactobacillus	Levilactobacillus brevis	food	no	0	0	0
LABG_006297	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006298	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006299	MQ	Weissella	Weissella paramesenteroides	food	no	0	0	0
LABG_006300	Rep99	Levilactobacillus	Levilactobacillus brevis	food	no	0	0	0
LABG_006301	MQ	Pediococcus	Pediococcus ethanolidurans	food	no	0	0	0
LABG_006302	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006303	MQ	Weissella	Weissella cibaria	food	no	0	0	0
LABG_006304	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006305	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006306	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006307	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006308	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006309	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006310	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006311	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006312	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006313	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006314	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006315	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006316	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006317	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006318	MQ	Levilactobacillus	Levilactobacillus brevis	food	no	0	0	0
LABG_006319	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006320	MQ	Leuconostoc_B	Leuconostoc_B fallax	food	no	0	0	0
LABG_006321	Rep99	Leuconostoc	Leuconostoc lactis	food	no	0	0	0
LABG_006322	Rep99	Weissella	Weissella cibaria	food	no	0	0	0
LABG_006323	Rep99	Weissella	Weissella sagaensis	food	no	0	0	0
LABG_006324	MQ	Pediococcus	Pediococcus ethanolidurans	food	no	0	0	0
LABG_006325	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006326	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006327	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006328	MQ	Lactiplantibacillus	Lactiplantibacillus pentosus	food	no	0	0	0
LABG_006329	MQ	Pediococcus	Pediococcus pentosaceus	food	no	0	0	0
LABG_006330	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006331	MQ	Limosilactobacillus	Limosilactobacillus portuensis	human	no	0	0	0
LABG_006332	Rep99	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006333	MQ	Lentilactobacillus	Lentilactobacillus dabitei	food	no	0	0	0
LABG_006334	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	no	0	0	0
LABG_006335	Rep99	Apilactobacillus	Apilactobacillus waqarii	food	no	0	0	0
LABG_006336	Rep99	Lentilactobacillus	Lentilactobacillus dabitei	food	no	0	0	0
LABG_006337	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006338	Rep99	Lacticaseibacillus	Lacticaseibacillus casei	food	no	0	0	0
LABG_006339	Rep99	Limosilactobacillus	Limosilactobacillus merdipullorum	other	no	0	0	0
LABG_006340	Rep99	Levilactobacillus	Levilactobacillus faecigallinarum	other	no	0	0	0
LABG_006341	Rep99	Ligilactobacillus	Ligilactobacillus pabuli	other	no	0	0	0
LABG_006342	MQ	Ligilactobacillus	Ligilactobacillus excrementigallinarum	other	no	0	0	0
LABG_006343	MQ	Limosilactobacillus	Limosilactobacillus merdigallinarum	other	no	0	0	0
LABG_006344	MQ	Companilactobacillus	Companilactobacillus pullicola	other	no	0	0	0
LABG_006345	Rep99	Ligilactobacillus	Ligilactobacillus excrementavium	other	no	0	0	0
LABG_006346	MQ	Limosilactobacillus	Limosilactobacillus intestinipullorum	other	no	0	0	0
LABG_006347	Rep99	Limosilactobacillus	Limosilactobacillus intestinavium	other	no	0	0	0
LABG_006348	MQ	Limosilactobacillus	Limosilactobacillus intestinigallinarum	other	no	0	0	0
LABG_006349	MQ	Limosilactobacillus	Limosilactobacillus excrementigallinarum	other	no	0	0	0
LABG_006350	MQ	Limosilactobacillus	Limosilactobacillus galli	other	no	0	0	0
LABG_006351	MQ	Limosilactobacillus	Limosilactobacillus faecipullorum	other	yes	1	1	1
LABG_006352	MQ	Ligilactobacillus	Ligilactobacillus hohenheimensis	other	no	0	0	0
LABG_006353	MQ	Ligilactobacillus	Ligilactobacillus faecavium	other	no	0	0	0
LABG_006354	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_006355	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_006356	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006357	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006358	MQ	Lentilactobacillus	Lentilactobacillus parabuchneri	food	no	0	0	0
LABG_006359	MQ	Lentilactobacillus	Lentilactobacillus parabuchneri	food	no	0	0	0
LABG_006360	MQ	Lentilactobacillus	Lentilactobacillus parabuchneri	food	no	0	0	0
LABG_006361	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_006362	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_006363	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_006364	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_006365	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_006366	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_006367	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_006368	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_006369	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_006370	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_006371	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006372	Rep99	Nicoliella	Nicoliella sp019303535	food	no	0	0	0
LABG_006373	Rep99	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006374	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006375	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	other	no	0	0	0
LABG_006376	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	other	no	0	0	0
LABG_006377	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	animal	no	0	0	0
LABG_006378	MQ	Limosilactobacillus	Limosilactobacillus sp011958095	human	no	0	0	0
LABG_006379	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006380	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006381	MQ	Loigolactobacillus	Loigolactobacillus coryniformis	food	no	0	0	0
LABG_006382	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006383	Rep99	Loigolactobacillus	Loigolactobacillus coryniformis	food	no	0	0	0
LABG_006384	MQ	Pediococcus	Pediococcus acidilactici	food	no	0	0	0
LABG_006385	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006386	MQ	Lactobacillus	Lactobacillus iners	human	yes	1	1	1
LABG_006387	Rep99	Lactobacillus	Lactobacillus iners	human	no	0	0	0
LABG_006388	Rep99	Lactobacillus	Lactobacillus iners	human	no	0	0	0
LABG_006389	MQ	Lactobacillus	Lactobacillus iners	human	no	0	0	0
LABG_006390	MQ	Lactobacillus	Lactobacillus iners	human	no	0	0	0
LABG_006391	Rep99	Lactobacillus	Lactobacillus iners	human	no	0	0	0
LABG_006392	Rep99	Lactobacillus	Lactobacillus iners	human	no	0	0	0
LABG_006393	Rep99	Lactobacillus	Lactobacillus iners	human	no	0	0	0
LABG_006394	MQ	Lactobacillus	Lactobacillus iners	human	yes	2	2	2
LABG_006395	Rep99	Limosilactobacillus	Limosilactobacillus pulli	other	no	0	0	0
LABG_006396	Rep99	Leuconostoc	Leuconostoc gasicomitatum	other	no	0	0	0
LABG_006397	MQ	Weissella	Weissella koreensis	human	no	0	0	0
LABG_006398	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006399	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006400	Rep99	Liquorilactobacillus	Liquorilactobacillus hordei	food	no	0	0	0
LABG_006401	Rep99	Liquorilactobacillus	Liquorilactobacillus nagelii	food	no	0	0	0
LABG_006402	MQ	Pediococcus	Pediococcus acidilactici	food	no	0	0	0
LABG_006403	Rep99	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006404	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006405	Rep99	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006406	Rep99	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006407	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006408	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006409	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006410	Rep99	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006411	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006412	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006413	Rep99	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006414	MQ	Lactobacillus	Lactobacillus helveticus	food	no	0	0	0
LABG_006415	MQ	Lactobacillus	Lactobacillus jensenii	human	no	0	0	0
LABG_006416	MQ	Lactobacillus	Lactobacillus iners	human	no	0	0	0
LABG_006417	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_006418	Rep99	Lactobacillus	Lactobacillus johnsonii	human	yes	2	2	2
LABG_006419	Rep99	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_006420	Rep99	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_006421	Rep99	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_006422	Rep99	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_006423	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006424	MQ	Lactobacillus	Lactobacillus crispatus	human	no	0	0	0
LABG_006425	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	other	no	0	0	0
LABG_006426	Rep99	Apilactobacillus	Apilactobacillus kunkeei	other	no	0	0	0
LABG_006427	MQ	Apilactobacillus	Apilactobacillus waqarii	food	no	0	0	0
LABG_006428	Rep99	Weissella	Weissella confusa	animal	no	0	0	0
LABG_006429	Rep99	Lactobacillus	Lactobacillus delbrueckii	food	no	0	0	0
LABG_006430	MQ	Pediococcus	Pediococcus acidilactici	food	no	0	0	0
LABG_006431	Rep99	Pediococcus	Pediococcus acidilactici	food	no	0	0	0
LABG_006432	MQ	Ligilactobacillus	Ligilactobacillus salivarius	food	yes	2	2	1
LABG_006433	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006434	MQ	Pediococcus	Pediococcus pentosaceus	other	no	0	0	0
LABG_006435	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	food	no	0	0	0
LABG_006436	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006437	Rep99	Weissella	Weissella viridescens	food	no	0	0	0
LABG_006438	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006439	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	other	no	0	0	0
LABG_006440	MQ	Leuconostoc	Leuconostoc carnosum	other	no	0	0	0
LABG_006441	MQ	Leuconostoc	Leuconostoc gelidum	other	no	0	0	0
LABG_006442	MQ	Leuconostoc	Leuconostoc gasicomitatum	other	no	0	0	0
LABG_006443	MQ	Leuconostoc	Leuconostoc gelidum	other	no	0	0	0
LABG_006444	MQ	Leuconostoc	Leuconostoc holzapfelii	other	no	0	0	0
LABG_006445	MQ	Leuconostoc	Leuconostoc inhae_A	other	no	0	0	0
LABG_006446	MQ	Leuconostoc	Leuconostoc lactis	other	no	0	0	0
LABG_006447	Rep99	Leuconostoc	Leuconostoc miyukkimchii	other	no	0	0	0
LABG_006448	MQ	Leuconostoc	Leuconostoc palmae	other	no	0	0	0
LABG_006449	MQ	Leuconostoc	Leuconostoc rapi	other	no	0	0	0
LABG_006450	Rep99	Apilactobacillus	Apilactobacillus zhangqiuensis	other	no	0	0	0
LABG_006451	Rep99	Apilactobacillus	Apilactobacillus xinyiensis	other	no	0	0	0
LABG_006452	MQ	Apilactobacillus	Apilactobacillus xinyiensis	other	no	0	0	0
LABG_006453	Rep99	Levilactobacillus	Levilactobacillus brevis	food	no	0	0	0
LABG_006454	MQ	Latilactobacillus	Latilactobacillus curvatus	other	no	0	0	0
LABG_006455	MQ	Apilactobacillus	Apilactobacillus waqarii	food	no	0	0	0
LABG_006456	MQ	Ligilactobacillus	Ligilactobacillus murinus	human	no	0	0	0
LABG_006457	MQ	Pediococcus	Pediococcus pentosaceus	food	no	0	0	0
LABG_006458	Rep99	Limosilactobacillus	Limosilactobacillus panis_A	food	no	0	0	0
LABG_006459	Rep99	Levilactobacillus	Levilactobacillus brevis	food	no	0	0	0
LABG_006460	MQ	Pediococcus	Pediococcus acidilactici	food	no	0	0	0
LABG_006461	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	food	no	0	0	0
LABG_006462	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	animal	no	0	0	0
LABG_006463	MQ	Limosilactobacillus	Limosilactobacillus fermentum	food	no	0	0	0
LABG_006464	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006465	MQ	Latilactobacillus	Latilactobacillus curvatus	food	yes	1	1	1
LABG_006466	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006467	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006468	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006469	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006470	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006471	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006472	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006473	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006474	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
LABG_006475	MQ	Leuconostoc	Leuconostoc mesenteroides	food	no	0	0	0
