ARG99_cluster_id	genome_id
repARGgff0001127	LABG_013291
repARGgff0001128	LABG_013291
repARGgff0000421	LABG_013294
repARGgff0000834	LABG_013294
repARGgff0001321	LABG_013294
repARGgff0000483	LABG_013294
repARGgff0000644	LABG_013294
repARGgff0000420	LABG_013295
repARGgff0001160	LABG_013295
repARGgff0001321	LABG_013295
repARGgff0000481	LABG_013295
repARGgff0000483	LABG_013295
repARGgff0001174	LABG_013295
repARGgff0000644	LABG_013319
repARGgff0000195	LABG_013322
repARGgff0000889	LABG_013443
repARGgff0001321	LABG_013459
repARGgff0001321	LABG_013459
repARGgff0001321	LABG_013459
repARGgff0001174	LABG_013459
repARGgff0001321	LABG_013515
repARGgff0001174	LABG_013515
repARGgff0001217	LABG_013515
repARGgff0001321	LABG_013529
repARGgff0001174	LABG_013529
repARGgff0001321	LABG_013531
repARGgff0000230	LABG_013531
repARGgff0001174	LABG_013644
repARGgff0001174	LABG_013645
repARGgff0000290	LABG_013646
repARGgff0001174	LABG_013646
repARGgff0001174	LABG_013648
repARGgff0000002	LABG_013651
repARGgff0001174	LABG_013651
repARGgff0001174	LABG_013657
repARGgff0001174	LABG_013664
repARGgff0000116	LABG_013666
repARGgff0001174	LABG_013666
repARGgff0000644	LABG_013780
repARGgff0001174	LABG_013784
repARGgff0000116	LABG_013800
repARGgff0001174	LABG_013800
repARGgff0001217	LABG_013800
repARGgff0000289	LABG_013918
repARGgff0000922	LABG_013926
repARGgff0000290	LABG_013926
repARGgff0000230	LABG_013926
repARGgff0000921	LABG_013928
repARGgff0000922	LABG_013935
repARGgff0000290	LABG_013935
repARGgff0000230	LABG_013935
repARGgff0001321	LABG_013937
repARGgff0000290	LABG_013937
repARGgff0000644	LABG_013937
repARGgff0001174	LABG_013937
repARGgff0000597	LABG_014119
repARGgff0001174	LABG_014119
repARGgff0000597	LABG_014120
repARGgff0001321	LABG_014121
repARGgff0000290	LABG_014121
repARGgff0000290	LABG_014121
repARGgff0000230	LABG_014121
repARGgff0001321	LABG_014123
repARGgff0000597	LABG_014123
repARGgff0000290	LABG_014123
repARGgff0000290	LABG_014123
repARGgff0000230	LABG_014123
repARGgff0000597	LABG_014128
repARGgff0000969	LABG_014229
repARGgff0001174	LABG_014229
repARGgff0000944	LABG_014303
repARGgff0000421	LABG_014420
repARGgff0001345	LABG_014420
repARGgff0001121	LABG_014420
repARGgff0001122	LABG_014420
repARGgff0000116	LABG_014474
repARGgff0001174	LABG_014602
repARGgff0000116	LABG_014629
repARGgff0001321	LABG_014685
repARGgff0000780	LABG_014685
repARGgff0001321	LABG_014699
repARGgff0000578	LABG_014705
repARGgff0000956	LABG_014772
repARGgff0000957	LABG_014772
repARGgff0000418	LABG_014795
repARGgff0000597	LABG_014798
repARGgff0001321	LABG_014799
repARGgff0000481	LABG_014799
repARGgff0000761	LABG_014799
repARGgff0000002	LABG_014804
repARGgff0001154	LABG_014817
repARGgff0000644	LABG_014817
repARGgff0000290	LABG_014823
repARGgff0000418	LABG_014825
repARGgff0000481	LABG_014825
repARGgff0000969	LABG_014830
repARGgff0001393	LABG_014894
repARGgff0000971	LABG_014906
repARGgff0000597	LABG_014911
repARGgff0000644	LABG_014919
repARGgff0000290	LABG_014924
repARGgff0000230	LABG_014924
repARGgff0001217	LABG_014924
repARGgff0001154	LABG_014929
repARGgff0001321	LABG_014941
repARGgff0001174	LABG_014942
repARGgff0000597	LABG_014944
repARGgff0001217	LABG_014944
repARGgff0000420	LABG_015065
repARGgff0001321	LABG_015065
repARGgff0000984	LABG_015065
repARGgff0000780	LABG_015065
repARGgff0001321	LABG_015107
repARGgff0000780	LABG_015107
repARGgff0000545	LABG_015158
repARGgff0001174	LABG_015169
repARGgff0001217	LABG_015172
repARGgff0001174	LABG_015175
repARGgff0000992	LABG_015184
repARGgff0000289	LABG_015184
repARGgff0000545	LABG_015367
repARGgff0001174	LABG_016589
repARGgff0000996	LABG_016955
repARGgff0001345	LABG_017056
repARGgff0001321	LABG_017056
repARGgff0000597	LABG_017056
repARGgff0000597	LABG_017056
repARGgff0000290	LABG_017056
repARGgff0000290	LABG_017056
repARGgff0000230	LABG_017056
repARGgff0001409	LABG_017069
repARGgff0000290	LABG_017069
repARGgff0000644	LABG_017069
repARGgff0000644	LABG_017574
repARGgff0000644	LABG_017579
repARGgff0000481	LABG_017623
repARGgff0000290	LABG_017675
repARGgff0001321	LABG_017760
repARGgff0000290	LABG_017770
repARGgff0000230	LABG_017770
repARGgff0001174	LABG_017776
repARGgff0000116	LABG_017780
repARGgff0001174	LABG_017780
repARGgff0001174	LABG_017800
repARGgff0000230	LABG_017868
repARGgff0000780	LABG_017912
repARGgff0000780	LABG_017916
repARGgff0001021	LABG_017917
repARGgff0000780	LABG_017939
repARGgff0000780	LABG_017955
repARGgff0001393	LABG_018212
repARGgff0000644	LABG_018228
repARGgff0000780	LABG_018230
repARGgff0000002	LABG_018628
repARGgff0000116	LABG_018628
repARGgff0001174	LABG_018628
repARGgff0001217	LABG_018628
repARGgff0000834	LABG_018759
repARGgff0000002	LABG_018759
repARGgff0001217	LABG_018768
repARGgff0001393	LABG_018899
repARGgff0000116	LABG_018899
repARGgff0000290	LABG_018975
repARGgff0000607	LABG_018975
repARGgff0000780	LABG_019090
repARGgff0001039	LABG_019090
repARGgff0001040	LABG_019090
repARGgff0001041	LABG_019090
repARGgff0001042	LABG_019090
repARGgff0000290	LABG_019171
repARGgff0000644	LABG_019171
repARGgff0000644	LABG_019230
repARGgff0000644	LABG_019242
repARGgff0000002	LABG_019268
repARGgff0001174	LABG_019268
repARGgff0001282	LABG_019327
repARGgff0000780	LABG_019550
repARGgff0001282	LABG_019592
repARGgff0001052	LABG_019671
repARGgff0000780	LABG_019680
repARGgff0001321	LABG_019737
repARGgff0001321	LABG_019741
repARGgff0000230	LABG_019754
repARGgff0000545	LABG_019754
repARGgff0001321	LABG_019861
repARGgff0000644	LABG_020042
repARGgff0000331	LABG_020098
repARGgff0001421	LABG_020142
repARGgff0000195	LABG_020142
repARGgff0001380	LABG_020253
repARGgff0000420	LABG_020267
repARGgff0001160	LABG_020267
repARGgff0000421	LABG_020267
repARGgff0001409	LABG_020267
repARGgff0000116	LABG_020267
repARGgff0000116	LABG_020268
repARGgff0000922	LABG_020271
repARGgff0000058	LABG_020271
repARGgff0001281	LABG_020283
repARGgff0001334	LABG_020285
repARGgff0000038	LABG_020285
repARGgff0000481	LABG_020297
repARGgff0000597	LABG_020297
repARGgff0000420	LABG_020300
repARGgff0000420	LABG_020317
repARGgff0000420	LABG_020328
repARGgff0001345	LABG_020328
repARGgff0001127	LABG_020328
repARGgff0001128	LABG_020328
repARGgff0000418	LABG_020352
repARGgff0001409	LABG_020368
repARGgff0000481	LABG_020368
repARGgff0000116	LABG_020368
repARGgff0001087	LABG_020383
repARGgff0001155	LABG_020392
repARGgff0001089	LABG_020400
repARGgff0001090	LABG_020400
repARGgff0001091	LABG_020403
repARGgff0001092	LABG_020403
repARGgff0001217	LABG_020405
repARGgff0001217	LABG_020412
repARGgff0001121	LABG_020416
repARGgff0001122	LABG_020416
repARGgff0000290	LABG_020422
repARGgff0000230	LABG_020422
repARGgff0001345	LABG_020435
repARGgff0000418	LABG_020437
repARGgff0000922	LABG_020438
repARGgff0001154	LABG_020438
repARGgff0000421	LABG_020471
repARGgff0001409	LABG_020471
repARGgff0000230	LABG_020471
repARGgff0000420	LABG_020535
repARGgff0000421	LABG_020535
repARGgff0001409	LABG_020535
repARGgff0001321	LABG_020535
repARGgff0000922	LABG_020535
repARGgff0000418	LABG_020535
repARGgff0000597	LABG_020536
repARGgff0001321	LABG_020541
repARGgff0000481	LABG_020541
repARGgff0001174	LABG_020541
repARGgff0001393	LABG_020542
repARGgff0000418	LABG_020542
repARGgff0000116	LABG_020542
repARGgff0001127	LABG_020542
repARGgff0000116	LABG_020546
repARGgff0001121	LABG_020546
repARGgff0001122	LABG_020546
repARGgff0001154	LABG_020546
repARGgff0000290	LABG_020546
repARGgff0000420	LABG_020558
repARGgff0001345	LABG_020558
repARGgff0001127	LABG_020567
repARGgff0001128	LABG_020567
repARGgff0001321	LABG_020580
repARGgff0000481	LABG_020580
repARGgff0000116	LABG_020580
repARGgff0000578	LABG_020580
repARGgff0000597	LABG_020588
repARGgff0000641	LABG_020590
repARGgff0001135	LABG_020590
repARGgff0000642	LABG_020590
repARGgff0001121	LABG_020595
repARGgff0001122	LABG_020595
repARGgff0001139	LABG_020597
repARGgff0001140	LABG_020597
repARGgff0001141	LABG_020597
repARGgff0001142	LABG_020600
repARGgff0000597	LABG_020606
repARGgff0000421	LABG_020621
repARGgff0000834	LABG_020621
repARGgff0000481	LABG_020621
repARGgff0001121	LABG_020621
repARGgff0001122	LABG_020621
repARGgff0000421	LABG_020655
repARGgff0000922	LABG_020655
repARGgff0001127	LABG_020655
repARGgff0001128	LABG_020655
repARGgff0000641	LABG_020679
repARGgff0001154	LABG_020698
repARGgff0001155	LABG_020698
repARGgff0001154	LABG_020701
repARGgff0000290	LABG_020701
repARGgff0000230	LABG_020701
repARGgff0000578	LABG_020725
repARGgff0001160	LABG_020748
repARGgff0001393	LABG_020748
repARGgff0001409	LABG_020757
repARGgff0000481	LABG_020757
repARGgff0000116	LABG_020757
repARGgff0000290	LABG_020757
repARGgff0000385	LABG_020757
repARGgff0000834	LABG_020758
repARGgff0001321	LABG_020758
repARGgff0001393	LABG_020758
repARGgff0000418	LABG_020758
repARGgff0000481	LABG_020758
repARGgff0000116	LABG_020758
repARGgff0000483	LABG_020758
repARGgff0001174	LABG_020758
repARGgff0000922	LABG_020765
repARGgff0001176	LABG_020785
repARGgff0001177	LABG_020786
repARGgff0001160	LABG_020793
repARGgff0000597	LABG_020819
repARGgff0000116	LABG_020822
repARGgff0000677	LABG_020848
repARGgff0001154	LABG_020857
repARGgff0001174	LABG_020857
repARGgff0001217	LABG_020857
repARGgff0000481	LABG_020865
repARGgff0001393	LABG_020875
repARGgff0000644	LABG_020875
repARGgff0001321	LABG_020880
repARGgff0001393	LABG_020880
repARGgff0000116	LABG_020880
repARGgff0001154	LABG_020880
repARGgff0001217	LABG_020880
repARGgff0001409	LABG_020887
repARGgff0000421	LABG_020897
repARGgff0001089	LABG_020902
repARGgff0001090	LABG_020902
repARGgff0001197	LABG_020904
repARGgff0001198	LABG_020904
repARGgff0000035	LABG_020913
repARGgff0001200	LABG_020913
repARGgff0000038	LABG_020913
repARGgff0001217	LABG_020913
repARGgff0000597	LABG_020916
repARGgff0001204	LABG_020919
repARGgff0001089	LABG_020919
repARGgff0001090	LABG_020919
repARGgff0001207	LABG_020919
repARGgff0001154	LABG_020926
repARGgff0000420	LABG_020927
repARGgff0001210	LABG_020927
repARGgff0001127	LABG_020927
repARGgff0001128	LABG_020927
repARGgff0001121	LABG_020930
repARGgff0001122	LABG_020930
repARGgff0000597	LABG_020948
repARGgff0000641	LABG_020949
repARGgff0001217	LABG_020952
repARGgff0000597	LABG_020963
repARGgff0001154	LABG_020975
repARGgff0000420	LABG_020981
repARGgff0001315	LABG_020981
repARGgff0001321	LABG_020981
repARGgff0000922	LABG_020981
repARGgff0001154	LABG_020981
repARGgff0001155	LABG_020981
repARGgff0001226	LABG_020981
repARGgff0001345	LABG_020986
repARGgff0001217	LABG_020986
repARGgff0001409	LABG_020998
repARGgff0001230	LABG_020998
repARGgff0000290	LABG_020998
repARGgff0000644	LABG_020998
repARGgff0001217	LABG_020998
repARGgff0000641	LABG_021002
repARGgff0000421	LABG_021062
repARGgff0001409	LABG_021062
repARGgff0001345	LABG_021062
repARGgff0001321	LABG_021062
repARGgff0001393	LABG_021062
repARGgff0000116	LABG_021062
repARGgff0001154	LABG_021062
repARGgff0001242	LABG_021062
repARGgff0001217	LABG_021062
repARGgff0001217	LABG_021062
repARGgff0000420	LABG_021063
repARGgff0001409	LABG_021063
repARGgff0000922	LABG_021063
repARGgff0000418	LABG_021063
repARGgff0000481	LABG_021063
repARGgff0000116	LABG_021063
repARGgff0000290	LABG_021063
repARGgff0000230	LABG_021063
repARGgff0000116	LABG_021064
repARGgff0001254	LABG_021067
repARGgff0001255	LABG_021067
repARGgff0000597	LABG_021100
repARGgff0001257	LABG_021135
repARGgff0001155	LABG_021135
repARGgff0001127	LABG_021158
repARGgff0001128	LABG_021158
repARGgff0000290	LABG_021167
repARGgff0000644	LABG_021167
repARGgff0001217	LABG_021167
repARGgff0001121	LABG_021195
repARGgff0001122	LABG_021195
repARGgff0001266	LABG_021195
repARGgff0000290	LABG_021218
repARGgff0000230	LABG_021218
repARGgff0000677	LABG_021241
repARGgff0000038	LABG_021241
repARGgff0001393	LABG_021243
repARGgff0001121	LABG_021243
repARGgff0001122	LABG_021243
repARGgff0000922	LABG_021244
repARGgff0001154	LABG_021252
repARGgff0001154	LABG_021267
repARGgff0001174	LABG_022122
repARGgff0001278	LABG_022174
repARGgff0001321	LABG_022242
repARGgff0001174	LABG_022242
repARGgff0001281	LABG_022746
repARGgff0001282	LABG_022746
repARGgff0000780	LABG_023230
repARGgff0000116	LABG_024243
repARGgff0000597	LABG_024342
repARGgff0001321	LABG_024345
repARGgff0001345	LABG_024465
repARGgff0001282	LABG_024781
repARGgff0001299	LABG_024797
repARGgff0001409	LABG_024799
repARGgff0001291	LABG_024799
repARGgff0001315	LABG_024799
repARGgff0000481	LABG_024799
repARGgff0001294	LABG_024799
repARGgff0000483	LABG_024799
repARGgff0001296	LABG_024799
repARGgff0001177	LABG_024799
repARGgff0000290	LABG_024799
repARGgff0001299	LABG_024799
repARGgff0001217	LABG_024799
repARGgff0000116	LABG_024818
repARGgff0001393	LABG_024822
repARGgff0000420	LABG_024842
repARGgff0001304	LABG_024842
repARGgff0000290	LABG_024842
repARGgff0000644	LABG_024842
repARGgff0000116	LABG_024850
repARGgff0001393	LABG_024861
repARGgff0000418	LABG_024861
repARGgff0001154	LABG_024861
repARGgff0000834	LABG_024862
repARGgff0001393	LABG_024864
repARGgff0000116	LABG_024864
repARGgff0001314	LABG_024864
repARGgff0001315	LABG_024868
repARGgff0000116	LABG_024868
repARGgff0001317	LABG_024869
repARGgff0000644	LABG_024869
repARGgff0000116	LABG_024877
repARGgff0001320	LABG_024895
repARGgff0001321	LABG_024905
repARGgff0000290	LABG_024905
repARGgff0001321	LABG_024913
repARGgff0000290	LABG_024913
repARGgff0001321	LABG_024926
repARGgff0000677	LABG_024935
repARGgff0001327	LABG_024935
repARGgff0001328	LABG_024935
repARGgff0001321	LABG_024937
repARGgff0001346	LABG_024937
repARGgff0001328	LABG_024937
repARGgff0001089	LABG_024940
repARGgff0001090	LABG_024940
repARGgff0001334	LABG_024969
repARGgff0000481	LABG_024969
repARGgff0000116	LABG_024975
repARGgff0001337	LABG_024975
repARGgff0001338	LABG_024976
repARGgff0001339	LABG_024977
repARGgff0000834	LABG_024990
repARGgff0000597	LABG_024990
repARGgff0000106	LABG_024990
repARGgff0001328	LABG_024990
repARGgff0001344	LABG_024990
repARGgff0001345	LABG_024998
repARGgff0001346	LABG_025000
repARGgff0001217	LABG_025000
repARGgff0001348	LABG_025003
repARGgff0001349	LABG_025003
repARGgff0001350	LABG_025003
repARGgff0001087	LABG_025003
repARGgff0001352	LABG_025003
repARGgff0001353	LABG_025003
repARGgff0000183	LABG_025005
repARGgff0000183	LABG_025009
repARGgff0000290	LABG_025023
repARGgff0000385	LABG_025023
repARGgff0001321	LABG_025027
repARGgff0000420	LABG_025043
repARGgff0001360	LABG_025043
repARGgff0001200	LABG_025043
repARGgff0001362	LABG_025046
repARGgff0001217	LABG_025048
repARGgff0001315	LABG_025059
repARGgff0001346	LABG_025059
repARGgff0001380	LABG_025059
repARGgff0000290	LABG_025059
repARGgff0000230	LABG_025059
repARGgff0001369	LABG_025059
repARGgff0001217	LABG_025059
repARGgff0001154	LABG_025060
repARGgff0000038	LABG_025060
repARGgff0001409	LABG_025062
repARGgff0000120	LABG_025066
repARGgff0000418	LABG_025071
repARGgff0001217	LABG_025071
repARGgff0000690	LABG_025072
repARGgff0000035	LABG_025072
repARGgff0000116	LABG_025072
repARGgff0001380	LABG_025072
repARGgff0001200	LABG_025072
repARGgff0001382	LABG_025074
repARGgff0000481	LABG_025081
repARGgff0001304	LABG_025082
repARGgff0001385	LABG_025082
repARGgff0000956	LABG_025082
repARGgff0000957	LABG_025082
repARGgff0001127	LABG_025082
repARGgff0001128	LABG_025082
repARGgff0000420	LABG_025084
repARGgff0000421	LABG_025084
repARGgff0000922	LABG_025084
repARGgff0001393	LABG_025084
repARGgff0001154	LABG_025084
repARGgff0001393	LABG_025094
repARGgff0000418	LABG_025094
repARGgff0000116	LABG_025095
repARGgff0001321	LABG_025096
repARGgff0001174	LABG_025097
repARGgff0001393	LABG_025099
repARGgff0000116	LABG_025099
repARGgff0001089	LABG_025102
repARGgff0001090	LABG_025102
repARGgff0001404	LABG_025106
repARGgff0001160	LABG_025110
repARGgff0000597	LABG_025110
repARGgff0001127	LABG_025113
repARGgff0001128	LABG_025113
repARGgff0001409	LABG_025120
repARGgff0000002	LABG_025120
repARGgff0000116	LABG_025120
repARGgff0001393	LABG_025131
repARGgff0001393	LABG_025139
repARGgff0001346	LABG_025152
repARGgff0000597	LABG_025167
repARGgff0001321	LABG_025169
repARGgff0000969	LABG_025182
repARGgff0000597	LABG_025223
repARGgff0000597	LABG_025224
repARGgff0000418	LABG_025322
repARGgff0001421	LABG_025325
repARGgff0001141	LABG_025325
repARGgff0001423	LABG_025325
repARGgff0001217	LABG_025325
