genome_id	genus	species	source_type
LABG_020336	Ligilactobacillus	Ligilactobacillus aviarius_B	animal
LABG_020337	Weissella	Weissella thailandensis	animal
LABG_020338	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020339	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020340	Paucilactobacillus	Paucilactobacillus vaccinostercus	animal
LABG_020342	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020343	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020347	Limosilactobacillus	Limosilactobacillus intestinavium	animal
LABG_020348	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020349	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020350	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020352	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020353	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020355	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020356	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020357	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020359	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020361	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020362	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020363	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020365	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020366	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020367	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020368	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020369	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020370	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020373	Ligilactobacillus	Ligilactobacillus excrementavium	animal
LABG_020374	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020378	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020380	Fructilactobacillus	Fructilactobacillus sanfranciscensis	animal
LABG_020381	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020382	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020383	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020385	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020387	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020389	Limosilactobacillus	Limosilactobacillus galli	animal
LABG_020391	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020392	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020396	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020397	Limosilactobacillus	Limosilactobacillus galli	animal
LABG_020400	Weissella	Weissella thailandensis	animal
LABG_020402	Limosilactobacillus	Limosilactobacillus timonensis	animal
LABG_020403	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020404	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020405	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020407	Limosilactobacillus	Limosilactobacillus reuteri_J	animal
LABG_020408	Limosilactobacillus	Limosilactobacillus intestinavium	animal
LABG_020410	Gallilactobacillus	Gallilactobacillus intestinavium	animal
LABG_020412	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020413	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020416	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020417	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020418	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020420	Ligilactobacillus	Ligilactobacillus faecavium	animal
LABG_020421	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020422	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020424	Limosilactobacillus	Limosilactobacillus intestinavium	animal
LABG_020425	Loigolactobacillus	Loigolactobacillus coryniformis	animal
LABG_020427	Limosilactobacillus	Limosilactobacillus excrementigallinarum	animal
LABG_020431	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020435	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020436	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020437	Lactobacillus	Lactobacillus gigeriorum	animal
LABG_020438	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020441	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020442	Ligilactobacillus	Ligilactobacillus faecavium	animal
LABG_020445	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020446	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020451	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020452	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	animal
LABG_020453	Limosilactobacillus	Limosilactobacillus vaginalis	animal
LABG_020454	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020456	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020457	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020458	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020459	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020460	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020461	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020463	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020464	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020465	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020466	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020468	Limosilactobacillus	Limosilactobacillus vaginalis	animal
LABG_020469	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020470	Limosilactobacillus	Limosilactobacillus galli	animal
LABG_020471	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020472	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020473	Lactobacillus	Lactobacillus sp027681045	animal
LABG_020477	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020483	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020484	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020486	Lactobacillus	Lactobacillus gigeriorum	animal
LABG_020487	Limosilactobacillus	Limosilactobacillus vaginalis	animal
LABG_020489	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020490	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020491	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020493	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020494	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020496	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020498	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020501	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020502	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020503	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020505	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020506	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020508	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020512	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020513	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020514	Ligilactobacillus	Ligilactobacillus excrementavium	animal
LABG_020516	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020518	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020519	Lactobacillus	Lactobacillus kitasatonis	animal
LABG_020520	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020523	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020524	Lactobacillus	Lactobacillus crispatus	animal
LABG_020525	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020527	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020528	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020529	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020531	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020532	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020535	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020536	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020538	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020539	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020541	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020542	Lactobacillus	Lactobacillus sp946579245	animal
LABG_020543	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020544	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020545	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020546	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020548	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020549	Limosilactobacillus		animal
LABG_020550	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020552	Ligilactobacillus	Ligilactobacillus aviarius_B	animal
LABG_020554	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020555	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020556	Lactobacillus	Lactobacillus crispatus	animal
LABG_020557	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020558	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020559	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020561	Limosilactobacillus		animal
LABG_020562	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020563	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020565	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020566	Lactobacillus	Lactobacillus crispatus	animal
LABG_020567	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020568	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020569	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020572	Ligilactobacillus	Ligilactobacillus pabuli	animal
LABG_020576	Ligilactobacillus	Ligilactobacillus faecavium	animal
LABG_020577	Levilactobacillus	Levilactobacillus brevis	animal
LABG_020579	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020580	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020581	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020582	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020583	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020584	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020585	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020587	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020588	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020589	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020590	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020594	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020595	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020597	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020599	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020600	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020601	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020604	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020605	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020606	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020607	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020608	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020609	Limosilactobacillus	Limosilactobacillus galli	animal
LABG_020615	Weissella	Weissella thailandensis	animal
LABG_020616	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020617	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020619	Weissella	Weissella thailandensis	animal
LABG_020620	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020621	Lactobacillus	Lactobacillus crispatus	animal
LABG_020628	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020631	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020633	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020634	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020636	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020637	Lactobacillus	Lactobacillus crispatus	animal
LABG_020638	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020639	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020640	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020641	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020643	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020645	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020646	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020648	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020649	Companilactobacillus	Companilactobacillus farciminis	animal
LABG_020654	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020655	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020656	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020658	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020660	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020662	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020663	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020664	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020665	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020669	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020675	Limosilactobacillus	Limosilactobacillus alvi	animal
LABG_020678	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020679	Companilactobacillus	Companilactobacillus farciminis	animal
LABG_020680	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020681	Weissella	Weissella thailandensis	animal
LABG_020682	Limosilactobacillus	Limosilactobacillus excrementigallinarum	animal
LABG_020683	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020685	Ligilactobacillus	Ligilactobacillus excrementavium	animal
LABG_020688	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020691	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020695	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020697	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020698	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020699	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020700	Weissella	Weissella thailandensis	animal
LABG_020701	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020706	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020708	Ligilactobacillus	Ligilactobacillus aviarius_B	animal
LABG_020709	Companilactobacillus	Companilactobacillus nantensis	animal
LABG_020711	Limosilactobacillus	Limosilactobacillus galli	animal
LABG_020715	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020718	Limosilactobacillus	Limosilactobacillus galli	animal
LABG_020720	Lactobacillus	Lactobacillus crispatus	animal
LABG_020722	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020723	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020724	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020725	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020726	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020727	Weissella	Weissella thailandensis	animal
LABG_020728	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020731	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020733	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020734	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020735	Lapidilactobacillus	Lapidilactobacillus dextrinicus	animal
LABG_020736	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020739	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020740	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020741	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020742	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020743	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020744	Lactobacillus	Lactobacillus sp027681045	animal
LABG_020748	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020750	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020751	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020757	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020758	Lactobacillus	Lactobacillus sp946579245	animal
LABG_020759	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020763	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020764	Limosilactobacillus		animal
LABG_020765	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020766	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020769	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020770	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020772	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020773	Ligilactobacillus	Ligilactobacillus murinus	animal
LABG_020774	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020775	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020776	Lactobacillus		animal
LABG_020778	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020781	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020783	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020785	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020786	Weissella	Weissella thailandensis	animal
LABG_020788	Limosilactobacillus	Limosilactobacillus sp946487795	animal
LABG_020789	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020791	Ligilactobacillus	Ligilactobacillus saerimneri	animal
LABG_020792	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020793	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020794	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020795	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020801	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020807	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020808	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020810	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020811	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020812	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020814	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020815	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020817	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020819	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020822	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020828	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020829	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020831	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020832	Weissella	Weissella thailandensis	animal
LABG_020833	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020834	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020836	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020837	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020839	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020840	Limosilactobacillus	Limosilactobacillus galli	animal
LABG_020844	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020847	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020848	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020850	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020851	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020857	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020864	Ligilactobacillus	Ligilactobacillus aviarius_B	animal
LABG_020865	Ligilactobacillus		animal
LABG_020866	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020867	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020868	Limosilactobacillus	Limosilactobacillus galli	animal
LABG_020869	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020870	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020871	Ligilactobacillus	Ligilactobacillus faecavium	animal
LABG_020873	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020874	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020875	Lactobacillus	Lactobacillus crispatus	animal
LABG_020879	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020880	Lactobacillus	Lactobacillus crispatus	animal
LABG_020881	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020883	Lactobacillus	Lactobacillus crispatus	animal
LABG_020884	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020885	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020886	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020887	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020888	Limosilactobacillus	Limosilactobacillus intestinipullorum	animal
LABG_020889	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020890	Lactobacillus		animal
LABG_020892	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020896	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020897	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020898	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020900	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020901	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020902	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020903	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020904	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020905	Lactobacillus		animal
LABG_020906	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020908	Weissella	Weissella thailandensis	animal
LABG_020909	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020910	Lactobacillus	Lactobacillus crispatus	animal
LABG_020912	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020913	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020914	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020915	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020916	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020917	Limosilactobacillus	Limosilactobacillus galli	animal
LABG_020918	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020919	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020922	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020924	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020926	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020927	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020928	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020929	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020930	Ligilactobacillus	Ligilactobacillus excrementigallinarum	animal
LABG_020932	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020934	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020935	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020937	Ligilactobacillus	Ligilactobacillus faecavium	animal
LABG_020939	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020940	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_020941	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020943	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020944	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020946	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020948	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020949	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020950	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020952	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020953	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020954	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020956	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020958	Limosilactobacillus	Limosilactobacillus vaginalis	animal
LABG_020959	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_020960	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_020961	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020962	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020963	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020964	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_020969	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020971	Ligilactobacillus	Ligilactobacillus pabuli	animal
LABG_020972	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020974	Ligilactobacillus	Ligilactobacillus excrementavium	animal
LABG_020975	Lactobacillus	Lactobacillus crispatus	animal
LABG_020976	Lactobacillus	Lactobacillus sp027681045	animal
LABG_020977	Limosilactobacillus	Limosilactobacillus intestinavium	animal
LABG_020979	Limosilactobacillus	Limosilactobacillus galli	animal
LABG_020980	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_020981	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020982	Lactobacillus	Lactobacillus gallinarum	animal
LABG_020986	Lactobacillus	Lactobacillus crispatus	animal
LABG_020987	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_020989	Lactobacillus	Lactobacillus crispatus	animal
LABG_020990	Ligilactobacillus	Ligilactobacillus aviarius	animal
LABG_020991	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_020994	Lactobacillus	Lactobacillus johnsonii	animal
LABG_020997	Ligilactobacillus	Ligilactobacillus faecavium	animal
LABG_020998	Lactobacillus	Lactobacillus crispatus	animal
LABG_020999	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_021000	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_021001	Ligilactobacillus	Ligilactobacillus acidipiscis	animal
LABG_021002	Lactobacillus	Lactobacillus johnsonii	animal
LABG_021003	Ligilactobacillus	Ligilactobacillus araffinosus	animal
LABG_021004	Ligilactobacillus		animal
LABG_021006	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_021009	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_021010	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_021011	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_021013	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_021016	Lactobacillus	Lactobacillus johnsonii	animal
LABG_021017	Ligilactobacillus	Ligilactobacillus saerimneri	animal
LABG_021018	Limosilactobacillus		animal
LABG_021019	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_021020	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_021021	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_021022	Limosilactobacillus	Limosilactobacillus sp011958095	animal
LABG_021025	Companilactobacillus		animal
LABG_021027	Ligilactobacillus	Ligilactobacillus agilis	animal
